relative_path,top_folder,bucket,filename,extension,md5_annas,title_from_filename,author_from_filename,size_bytes
"kabalah/kabbalah_jewish/Kabbalah _ New Perspectives -- Moshe Idel -- Yale University Press, New Haven, 1988 -- Yale University Press -- isbn13 9780300038606 -- f6394cbb164fd29b100f78a4ce86469d -- Anna’s Archive.pdf",kabalah,kabbalah_jewish,"Kabbalah _ New Perspectives -- Moshe Idel -- Yale University Press, New Haven, 1988 -- Yale University Press -- isbn13 9780300038606 -- f6394cbb164fd29b100f78a4ce86469d -- Anna’s Archive.pdf",.pdf,f6394cbb164fd29b100f78a4ce86469d,Kabbalah _ New Perspectives,Moshe Idel,26983073
"kabalah/kabbalah_jewish/Kabbalah _ New Perspectives -- Professor Moshe Idel -- Place of publication not identified, 1990 -- Yale University Press -- isbn13 9780300038606 -- c0d848928c8ae3cdfab4f0bb407c6c58 -- Anna’s Archive.pdf",kabalah,kabbalah_jewish,"Kabbalah _ New Perspectives -- Professor Moshe Idel -- Place of publication not identified, 1990 -- Yale University Press -- isbn13 9780300038606 -- c0d848928c8ae3cdfab4f0bb407c6c58 -- Anna’s Archive.pdf",.pdf,c0d848928c8ae3cdfab4f0bb407c6c58,Kabbalah _ New Perspectives,Professor Moshe Idel,3559717
"kabalah/kabbalah_jewish/Kabbalah_ A Guide to Qabalah, Jewish Mysticism, Sefer -- Silva, Mari -- 2021 -- 7a1ae2b00e2501e9700460eea57813c3 -- Anna’s Archive.epub",kabalah,kabbalah_jewish,"Kabbalah_ A Guide to Qabalah, Jewish Mysticism, Sefer -- Silva, Mari -- 2021 -- 7a1ae2b00e2501e9700460eea57813c3 -- Anna’s Archive.epub",.epub,7a1ae2b00e2501e9700460eea57813c3,"Kabbalah_ A Guide to Qabalah, Jewish Mysticism, Sefer","Silva, Mari",1268081
"kabalah/kabbalah_jewish/Kaplan — Meditation and Kabbalah -- Weiser, LLC, York -- isbn13 9780877283652 -- 3f4c6d6ee7ea352bdbc02a6c786d067c.pdf",kabalah,kabbalah_jewish,"Kaplan — Meditation and Kabbalah -- Weiser, LLC, York -- isbn13 9780877283652 -- 3f4c6d6ee7ea352bdbc02a6c786d067c.pdf",.pdf,3f4c6d6ee7ea352bdbc02a6c786d067c,Kaplan — Meditation and Kabbalah,"Weiser, LLC, York",16146768
kabalah/kabbalah_jewish/Major trends in Jewish mysticism -- Gershom Scholem -- 2017 -- 9a943b0380598afbe9f73f923ac5bf91 -- Anna’s Archive.pdf,kabalah,kabbalah_jewish,Major trends in Jewish mysticism -- Gershom Scholem -- 2017 -- 9a943b0380598afbe9f73f923ac5bf91 -- Anna’s Archive.pdf,.pdf,9a943b0380598afbe9f73f923ac5bf91,Major trends in Jewish mysticism,Gershom Scholem,26935897
"kabalah/kabbalah_jewish/On the Mystical Shape of the Godhead_ Basic Concepts in the -- Gershom Scholem; Joachim Neugroschel -- Mysticism & Kabbalah, 1997 -- Schocken Books, -- isbn13 9780307787026 -- d400d46338607f880f47f2c689ef4685 -- Anna’s Archive.pdf",kabalah,kabbalah_jewish,"On the Mystical Shape of the Godhead_ Basic Concepts in the -- Gershom Scholem; Joachim Neugroschel -- Mysticism & Kabbalah, 1997 -- Schocken Books, -- isbn13 9780307787026 -- d400d46338607f880f47f2c689ef4685 -- Anna’s Archive.pdf",.pdf,d400d46338607f880f47f2c689ef4685,On the Mystical Shape of the Godhead_ Basic Concepts in the,Gershom Scholem; Joachim Neugroschel,24837170
"kabalah/kabbalah_jewish/The Bahir _ Illumination -- Aryeh Kaplan; Neḥunya ben ha-Kanah -- San Francisco, Calif, 2001 -- Weiser Books -- isbn13 9780877286189 -- 53b8f1f2738033bf67e2e383f2236440 -- Anna’s Archive.epub",kabalah,kabbalah_jewish,"The Bahir _ Illumination -- Aryeh Kaplan; Neḥunya ben ha-Kanah -- San Francisco, Calif, 2001 -- Weiser Books -- isbn13 9780877286189 -- 53b8f1f2738033bf67e2e383f2236440 -- Anna’s Archive.epub",.epub,53b8f1f2738033bf67e2e383f2236440,The Bahir _ Illumination,Aryeh Kaplan; Neḥunya ben ha-Kanah,5142775
"kabalah/kabbalah_jewish/The Zohar_ Pritzker Edition, Vol_ 1 (Volume 1) -- _translation and commentary by Daniel C_ Matt; Daniel Chanan -- The Zohar_ Pritzker Edition (Book -- isbn13 9780804747479 -- 5b0901cabdfaa8cbc4527dabab53220e.pdf",kabalah,kabbalah_jewish,"The Zohar_ Pritzker Edition, Vol_ 1 (Volume 1) -- _translation and commentary by Daniel C_ Matt; Daniel Chanan -- The Zohar_ Pritzker Edition (Book -- isbn13 9780804747479 -- 5b0901cabdfaa8cbc4527dabab53220e.pdf",.pdf,5b0901cabdfaa8cbc4527dabab53220e,"The Zohar_ Pritzker Edition, Vol_ 1 (Volume 1)",_translation and commentary by Daniel C_ Matt; Daniel Chanan,6144942
"kabalah/kabbalah_jewish/The Zohar_ Pritzker Edition, Vol_ 2 (Volume 2) -- _translation and commentary by Daniel C_ Matt; Daniel Chanan -- The Zohar_ Pritzker Edition (Book -- isbn13 9780804747479 -- 9490b828da99f0e186b6ddf03caed425.pdf",kabalah,kabbalah_jewish,"The Zohar_ Pritzker Edition, Vol_ 2 (Volume 2) -- _translation and commentary by Daniel C_ Matt; Daniel Chanan -- The Zohar_ Pritzker Edition (Book -- isbn13 9780804747479 -- 9490b828da99f0e186b6ddf03caed425.pdf",.pdf,9490b828da99f0e186b6ddf03caed425,"The Zohar_ Pritzker Edition, Vol_ 2 (Volume 2)",_translation and commentary by Daniel C_ Matt; Daniel Chanan,5448011
kabalah/kabbalah_jewish/Zohar_ The Book of Enlightenment (Classics of Western -- Anonymous; Daniel C_ Matt; Moses ben Shem Tov; Arthur Green -- The Classics of Western -- isbn13 9780809103201 -- 19de2786e1c78ead4ec439f44dd2c6a9.pdf,kabalah,kabbalah_jewish,Zohar_ The Book of Enlightenment (Classics of Western -- Anonymous; Daniel C_ Matt; Moses ben Shem Tov; Arthur Green -- The Classics of Western -- isbn13 9780809103201 -- 19de2786e1c78ead4ec439f44dd2c6a9.pdf,.pdf,19de2786e1c78ead4ec439f44dd2c6a9,Zohar_ The Book of Enlightenment (Classics of Western,Anonymous; Daniel C_ Matt; Moses ben Shem Tov; Arthur Green,4196311
"kabalah/The Book of Creation ; in theory and practice, Sefer Yetzirah -- isbn13 9780877288558 -- 8458154f0c2af9be777d2744eb7292a4 -- Anna’s Archive.pdf",kabalah,kabbalah_jewish,"The Book of Creation ; in theory and practice, Sefer Yetzirah -- isbn13 9780877288558 -- 8458154f0c2af9be777d2744eb7292a4 -- Anna’s Archive.pdf",.pdf,8458154f0c2af9be777d2744eb7292a4,"The Book of Creation ; in theory and practice, Sefer Yetzirah",isbn13 9780877288558,23725584
"mayan_tzolkin/Earth ascending _ an illustrated treatise on the law -- Argüelles, José, 1939-2011 -- 1st ed_, Boulder, Colo, [New York, N_Y_], Colorado, 1984 -- isbn13 9780394723303 -- e4f98258ccab721724fa8a38360961f3.pdf",mayan_tzolkin,mayan_tzolkin,"Earth ascending _ an illustrated treatise on the law -- Argüelles, José, 1939-2011 -- 1st ed_, Boulder, Colo, [New York, N_Y_], Colorado, 1984 -- isbn13 9780394723303 -- e4f98258ccab721724fa8a38360961f3.pdf",.pdf,e4f98258ccab721724fa8a38360961f3,Earth ascending _ an illustrated treatise on the law,"Argüelles, José, 1939-2011",13095144
mayan_tzolkin/Galactic Alignment -- John Major Jenkins -- isbn13 9781591438106 -- 4b9a718c22b08ee20723d0ce44a5a21e.pdf,mayan_tzolkin,mayan_tzolkin,Galactic Alignment -- John Major Jenkins -- isbn13 9781591438106 -- 4b9a718c22b08ee20723d0ce44a5a21e.pdf,.pdf,4b9a718c22b08ee20723d0ce44a5a21e,Galactic Alignment,John Major Jenkins,6439401
"mayan_tzolkin/The Mayan Factor _ Path Beyond Technology -- José Argüelles -- Simon & Schuster, [N_p_], 1987 -- Bear & Company -- isbn13 9780939680382 -- d85ec9c1bb3280ec01e738749381ecaf.pdf",mayan_tzolkin,mayan_tzolkin,"The Mayan Factor _ Path Beyond Technology -- José Argüelles -- Simon & Schuster, [N_p_], 1987 -- Bear & Company -- isbn13 9780939680382 -- d85ec9c1bb3280ec01e738749381ecaf.pdf",.pdf,d85ec9c1bb3280ec01e738749381ecaf,The Mayan Factor _ Path Beyond Technology,José Argüelles,11339915
"nine_star/Nine Star Ki_ Michio Kushi's Guidebook on Love and -- Kushi, Michio, Esko, Edward -- 1st ed_, Becket, Mass, Massachusetts, 1991 -- Becket, Mass_ _ One -- isbn13 9780962852800 -- fd643b4124f5d3a746fb7abf498d3a04.pdf",nine_star,nine_star_ki,"Nine Star Ki_ Michio Kushi's Guidebook on Love and -- Kushi, Michio, Esko, Edward -- 1st ed_, Becket, Mass, Massachusetts, 1991 -- Becket, Mass_ _ One -- isbn13 9780962852800 -- fd643b4124f5d3a746fb7abf498d3a04.pdf",.pdf,fd643b4124f5d3a746fb7abf498d3a04,Nine Star Ki_ Michio Kushi's Guidebook on Love and,"Kushi, Michio, Esko, Edward",6115004
"nine_star/The complete guide to nine star ki _ a timeless system -- Bob Sachs; [foreword by Michio Kushi and Ed Esko] -- Shaftesbury, Dorset, Rockport, Mass, -- isbn13 9781852303341 -- 65da1dbfffb01a389872ed010a099bbe.pdf",nine_star,nine_star_ki,"The complete guide to nine star ki _ a timeless system -- Bob Sachs; [foreword by Michio Kushi and Ed Esko] -- Shaftesbury, Dorset, Rockport, Mass, -- isbn13 9781852303341 -- 65da1dbfffb01a389872ed010a099bbe.pdf",.pdf,65da1dbfffb01a389872ed010a099bbe,The complete guide to nine star ki _ a timeless system,Bob Sachs; [foreword by Michio Kushi and Ed Esko],10408927
"numerology/Numerology the Complete Guide, Volume 2_ Advanced -- Matthew Oliver Goodwin -- 2, 1st, 2000 -- Newcastle Publishing Company, Incorporated -- isbn13 9780878770533 -- 7dfe4982e5476880fff70ef48f07ad59.pdf",numerology,numerology,"Numerology the Complete Guide, Volume 2_ Advanced -- Matthew Oliver Goodwin -- 2, 1st, 2000 -- Newcastle Publishing Company, Incorporated -- isbn13 9780878770533 -- 7dfe4982e5476880fff70ef48f07ad59.pdf",.pdf,7dfe4982e5476880fff70ef48f07ad59,"Numerology the Complete Guide, Volume 2_ Advanced",Matthew Oliver Goodwin,17734589
"numerology/Numerology the romance in your name (a standard work) -- Jordan, Juno -- New Ed edition, 1978 -- Marina del Rey, Calif_ _ DeVorss -- isbn13 9780875162270 -- 4b1f613a704038e784017f7efdd16ce8.pdf",numerology,numerology,"Numerology the romance in your name (a standard work) -- Jordan, Juno -- New Ed edition, 1978 -- Marina del Rey, Calif_ _ DeVorss -- isbn13 9780875162270 -- 4b1f613a704038e784017f7efdd16ce8.pdf",.pdf,4b1f613a704038e784017f7efdd16ce8,Numerology the romance in your name (a standard work),"Jordan, Juno",16067546
"numerology/Numerology, A complete guide to understanding___ (2002) -- Decoz, Has & Monte, Tom -- 1st Perigee ed_, New York, NY, New York State, 2002 -- Avery -- isbn13 9780399527326 -- d426ca877b76d6c2969784079d2eb541.pdf",numerology,numerology,"Numerology, A complete guide to understanding___ (2002) -- Decoz, Has & Monte, Tom -- 1st Perigee ed_, New York, NY, New York State, 2002 -- Avery -- isbn13 9780399527326 -- d426ca877b76d6c2969784079d2eb541.pdf",.pdf,d426ca877b76d6c2969784079d2eb541,"Numerology, A complete guide to understanding___ (2002)","Decoz, Has & Monte, Tom",15901486
"numerology/Numerology_ The Complete Guide _ Volume 1_ The Personality -- Matthew Oliver Goodwin -- 1988 -- Newcastle Publishing Company, Incorporated -- isbn13 9780878770533 -- 091e0679c64ed5cd0cb3c3b27fe0de53.pdf",numerology,numerology,"Numerology_ The Complete Guide _ Volume 1_ The Personality -- Matthew Oliver Goodwin -- 1988 -- Newcastle Publishing Company, Incorporated -- isbn13 9780878770533 -- 091e0679c64ed5cd0cb3c3b27fe0de53.pdf",.pdf,091e0679c64ed5cd0cb3c3b27fe0de53,Numerology_ The Complete Guide _ Volume 1_ The Personality,Matthew Oliver Goodwin,12239555
other_hd/2022 Quantum Human Design Evolution Guide_ Using Solar -- Karen Curry Parker -- 2022 -- Human Design Press -- 02c07d826099b19160f39bfbc93e4b7b -- Anna’s Archive.pdf,other_hd,hd_other,2022 Quantum Human Design Evolution Guide_ Using Solar -- Karen Curry Parker -- 2022 -- Human Design Press -- 02c07d826099b19160f39bfbc93e4b7b -- Anna’s Archive.pdf,.pdf,02c07d826099b19160f39bfbc93e4b7b,2022 Quantum Human Design Evolution Guide_ Using Solar,Karen Curry Parker,5396993
"other_hd/Abundance by Design -- Karen Curry Parker -- 2016 -- GracePoint Matrix, LLC -- 7d15b7564a6b0884606cf125f9b2d80b -- Anna’s Archive.pdf",other_hd,hd_other,"Abundance by Design -- Karen Curry Parker -- 2016 -- GracePoint Matrix, LLC -- 7d15b7564a6b0884606cf125f9b2d80b -- Anna’s Archive.pdf",.pdf,7d15b7564a6b0884606cf125f9b2d80b,Abundance by Design,Karen Curry Parker,8523666
"other_hd/BaanTu_ The Key to Your Nature and Life 1 -- Steve Rhodes -- The Human Design Trilogy, 1, 3, 2015 -- RME Publishing -- 5692198d2741d2298007eec1b5278850 -- Anna’s Archive.pdf",other_hd,hd_other,"BaanTu_ The Key to Your Nature and Life 1 -- Steve Rhodes -- The Human Design Trilogy, 1, 3, 2015 -- RME Publishing -- 5692198d2741d2298007eec1b5278850 -- Anna’s Archive.pdf",.pdf,5692198d2741d2298007eec1b5278850,BaanTu_ The Key to Your Nature and Life 1,Steve Rhodes,3764636
other_hd/How Do You Choose_ -- Erin Claire Jones -- 2025 -- HarperCollins -- 7db4160418580ac8fd422e29bdd3142d -- Anna’s Archive.epub,other_hd,hd_other,How Do You Choose_ -- Erin Claire Jones -- 2025 -- HarperCollins -- 7db4160418580ac8fd422e29bdd3142d -- Anna’s Archive.epub,.epub,7db4160418580ac8fd422e29bdd3142d,How Do You Choose_,Erin Claire Jones,1068757
"other_hd/Human design _ how to read a graph -- Steve Rhodes -- The Human Design Trilogy, 1, 2015 -- Bhan Tugh Publishing -- isbn13 9781517749897 -- 64514fef20c1a7a6536f77126f3e93c9 -- Anna’s Archive.pdf",other_hd,hd_other,"Human design _ how to read a graph -- Steve Rhodes -- The Human Design Trilogy, 1, 2015 -- Bhan Tugh Publishing -- isbn13 9781517749897 -- 64514fef20c1a7a6536f77126f3e93c9 -- Anna’s Archive.pdf",.pdf,64514fef20c1a7a6536f77126f3e93c9,Human design _ how to read a graph,Steve Rhodes,8720376
other_hd/Human Design Made Simple_ Unlock Your Strengths and Discover -- Emma Dunwoody -- 2025 -- Penguin Publishing Group -- d6aa37ca4a12ffeb0febf87186efa0bb -- Anna’s Archive.epub,other_hd,hd_other,Human Design Made Simple_ Unlock Your Strengths and Discover -- Emma Dunwoody -- 2025 -- Penguin Publishing Group -- d6aa37ca4a12ffeb0febf87186efa0bb -- Anna’s Archive.epub,.epub,d6aa37ca4a12ffeb0febf87186efa0bb,Human Design Made Simple_ Unlock Your Strengths and Discover,Emma Dunwoody,4143372
other_hd/Human Design System - The Centres -- Peter Schoeber -- 2014 -- Human Design Services -- 87fa16d779ca4813d97e4cd989917b78 -- Anna’s Archive.pdf,other_hd,hd_other,Human Design System - The Centres -- Peter Schoeber -- 2014 -- Human Design Services -- 87fa16d779ca4813d97e4cd989917b78 -- Anna’s Archive.pdf,.pdf,87fa16d779ca4813d97e4cd989917b78,Human Design System - The Centres,Peter Schoeber,9543032
other_hd/Intro to Human Design System -- Karen Curry Parker -- 2019 -- 67a612e0cf6aa5326a738b4ae00a94f3 -- Anna’s Archive.pdf,other_hd,hd_other,Intro to Human Design System -- Karen Curry Parker -- 2019 -- 67a612e0cf6aa5326a738b4ae00a94f3 -- Anna’s Archive.pdf,.pdf,67a612e0cf6aa5326a738b4ae00a94f3,Intro to Human Design System,Karen Curry Parker,1383610
other_hd/Quantum Activation Cards Companion Guidebook -- Karen Curry Parker -- 2021 -- Human Design Press -- 917d6c150b197216c43057f65515b7f2 -- Anna’s Archive.pdf,other_hd,hd_other,Quantum Activation Cards Companion Guidebook -- Karen Curry Parker -- 2021 -- Human Design Press -- 917d6c150b197216c43057f65515b7f2 -- Anna’s Archive.pdf,.pdf,917d6c150b197216c43057f65515b7f2,Quantum Activation Cards Companion Guidebook,Karen Curry Parker,2015382
other_hd/Quantum Wellness -- Karen Curry Parker -- 2025 -- Human Design Press -- isbn13 9781961347830 -- 20ae81afcd903055a4ab48b6f81f39e3 -- Anna’s Archive.epub,other_hd,hd_other,Quantum Wellness -- Karen Curry Parker -- 2025 -- Human Design Press -- isbn13 9781961347830 -- 20ae81afcd903055a4ab48b6f81f39e3 -- Anna’s Archive.epub,.epub,20ae81afcd903055a4ab48b6f81f39e3,Quantum Wellness,Karen Curry Parker,18610532
other_hd/The Encyclopedia of Quantum Human Design -- Karen Curry Parker -- 4444078c55df635c975f0226d7f31de3 -- Anna’s Archive.pdf,other_hd,hd_other,The Encyclopedia of Quantum Human Design -- Karen Curry Parker -- 4444078c55df635c975f0226d7f31de3 -- Anna’s Archive.pdf,.pdf,4444078c55df635c975f0226d7f31de3,The Encyclopedia of Quantum Human Design,Karen Curry Parker,15320803
other_hd/The Human Design Workbook Karan Curry Parler -- isbn13 9781950253296 -- d49bb8e3d9789def3039c9ab5426dd5b -- Anna’s Archive.pdf,other_hd,hd_other,The Human Design Workbook Karan Curry Parler -- isbn13 9781950253296 -- d49bb8e3d9789def3039c9ab5426dd5b -- Anna’s Archive.pdf,.pdf,d49bb8e3d9789def3039c9ab5426dd5b,The Human Design Workbook Karan Curry Parler,isbn13 9781950253296,10223216
other_hd/The Quantum Human -- Karen Curry Parker -- 2021 -- Human Design Press -- fc6bf768a95fdbeb3e45b8c42901a824 -- Anna’s Archive.pdf,other_hd,hd_other,The Quantum Human -- Karen Curry Parker -- 2021 -- Human Design Press -- fc6bf768a95fdbeb3e45b8c42901a824 -- Anna’s Archive.pdf,.pdf,fc6bf768a95fdbeb3e45b8c42901a824,The Quantum Human,Karen Curry Parker,5037622
"other_hd/Understanding Human Design _ The New Science of Astrology_ -- Karen Curry Parker -- Red Wheel_Weiser, LLC, [San Antonio, TX], 2013 -- Hierophant -- isbn13 9781461937036 -- 5675858164d1a9e48fe49f68430fef62 -- Anna’s Arch.epub",other_hd,hd_other,"Understanding Human Design _ The New Science of Astrology_ -- Karen Curry Parker -- Red Wheel_Weiser, LLC, [San Antonio, TX], 2013 -- Hierophant -- isbn13 9781461937036 -- 5675858164d1a9e48fe49f68430fef62 -- Anna’s Arch.epub",.epub,5675858164d1a9e48fe49f68430fef62,Understanding Human Design _ The New Science of Astrology_,Karen Curry Parker,11828475
other_hd/Understanding the Centers in Human Design_ The Facilitator's -- Robin Winn -- 2021 -- Difference Press -- a6cfe81a6b3b46e91737d7a7580d7179 -- Anna’s Archive.pdf,other_hd,hd_other,Understanding the Centers in Human Design_ The Facilitator's -- Robin Winn -- 2021 -- Difference Press -- a6cfe81a6b3b46e91737d7a7580d7179 -- Anna’s Archive.pdf,.pdf,a6cfe81a6b3b46e91737d7a7580d7179,Understanding the Centers in Human Design_ The Facilitator's,Robin Winn,6120245
"other_hd/Understanding the profiles in human design 3 3 -- Robin Winn MFT -- 3, 2022 -- Independently Published -- isbn13 9788443150797 -- b55f87117500f0f1992c87a3b6f9517e -- Anna’s Archive.pdf",other_hd,hd_other,"Understanding the profiles in human design 3 3 -- Robin Winn MFT -- 3, 2022 -- Independently Published -- isbn13 9788443150797 -- b55f87117500f0f1992c87a3b6f9517e -- Anna’s Archive.pdf",.pdf,b55f87117500f0f1992c87a3b6f9517e,Understanding the profiles in human design 3 3,Robin Winn MFT,1798060
"other_hd/Understanding Your Clients through Human Design_ The -- Robin Winn -- Washington, DC, 2020 -- Difference Press -- isbn13 9781683092742 -- b4ac5db984c548915998fd96f39f8e27 -- Anna’s Archive.pdf",other_hd,hd_other,"Understanding Your Clients through Human Design_ The -- Robin Winn -- Washington, DC, 2020 -- Difference Press -- isbn13 9781683092742 -- b4ac5db984c548915998fd96f39f8e27 -- Anna’s Archive.pdf",.pdf,b4ac5db984c548915998fd96f39f8e27,Understanding Your Clients through Human Design_ The,Robin Winn,1813661
"pancha_bhuta/Agnivesa's Caraka Samhita -- Volume 1, -- 1af09d91650870e127cab62d39a79858 -- Anna’s Archive.pdf",pancha_bhuta,pancha_bhuta,"Agnivesa's Caraka Samhita -- Volume 1, -- 1af09d91650870e127cab62d39a79858 -- Anna’s Archive.pdf",.pdf,1af09d91650870e127cab62d39a79858,Agnivesa's Caraka Samhita,"Volume 1,",38271356
"pancha_bhuta/K3+K4/Motilal Banarsidass Publishers Pvt_ Ltd_ Ayurvedic -- Frawley, David -- Reprint, Delhi, 2016, ©2005 -- Motilal Banarsidass, -- isbn13 9788120831346 -- f12b0e26a6571af967c8fdfd68b25de2 -- Anna’s Archive.pdf",pancha_bhuta,pancha_bhuta,"Motilal Banarsidass Publishers Pvt_ Ltd_ Ayurvedic -- Frawley, David -- Reprint, Delhi, 2016, ©2005 -- Motilal Banarsidass, -- isbn13 9788120831346 -- f12b0e26a6571af967c8fdfd68b25de2 -- Anna’s Archive.pdf",.pdf,f12b0e26a6571af967c8fdfd68b25de2,Motilal Banarsidass Publishers Pvt_ Ltd_ Ayurvedic,"Frawley, David",14220031
"pancha_bhuta/K3+K4/Textbook of Ayurveda_ A history and philosophy of Ayurveda 1 -- Vasant Dattatray Lad; Glen Crowther; Yvonne Wylie Walston -- Albuquerque, N_M, -- isbn13 9781883725075 -- 7f9a22134bea8c6ad1dcaf2f63f7ef32 -- Anna’s Archive.pdf",pancha_bhuta,pancha_bhuta,"Textbook of Ayurveda_ A history and philosophy of Ayurveda 1 -- Vasant Dattatray Lad; Glen Crowther; Yvonne Wylie Walston -- Albuquerque, N_M, -- isbn13 9781883725075 -- 7f9a22134bea8c6ad1dcaf2f63f7ef32 -- Anna’s Archive.pdf",.pdf,7f9a22134bea8c6ad1dcaf2f63f7ef32,Textbook of Ayurveda_ A history and philosophy of Ayurveda 1,Vasant Dattatray Lad; Glen Crowther; Yvonne Wylie Walston,14869130
"pancha_bhuta/K3+K4/The Sushruta samhita _ an English translation _ based on -- Kaviraj Kunjalal Bhishagratna -- New Delhi, 2006 -- Cosmo (Publications,India) -- isbn13 9788130702773 -- 6d7c8a8610d3a4f0c4556cc6a3d08bc1 -- Anna’s Archive.pdf",pancha_bhuta,pancha_bhuta,"The Sushruta samhita _ an English translation _ based on -- Kaviraj Kunjalal Bhishagratna -- New Delhi, 2006 -- Cosmo (Publications,India) -- isbn13 9788130702773 -- 6d7c8a8610d3a4f0c4556cc6a3d08bc1 -- Anna’s Archive.pdf",.pdf,6d7c8a8610d3a4f0c4556cc6a3d08bc1,The Sushruta samhita _ an English translation _ based on,Kaviraj Kunjalal Bhishagratna,22995232
pancha_bhuta/Samkhya Karika Of Isvara Krsna -- Tattva Kaumudi -- 1995 -- Sri Ramakrishna Math -- bcdd18a9b20ad1ca802ff8368ccbb592 -- Anna’s Archive.pdf,pancha_bhuta,pancha_bhuta,Samkhya Karika Of Isvara Krsna -- Tattva Kaumudi -- 1995 -- Sri Ramakrishna Math -- bcdd18a9b20ad1ca802ff8368ccbb592 -- Anna’s Archive.pdf,.pdf,bcdd18a9b20ad1ca802ff8368ccbb592,Samkhya Karika Of Isvara Krsna,Tattva Kaumudi,11943967
western_elements/On Generation and Corruption -- Aristotle -- 2018 -- a6b435d0057415b13844215239c63e30 -- Anna’s Archive.pdf,western_elements,western_elements,On Generation and Corruption -- Aristotle -- 2018 -- a6b435d0057415b13844215239c63e30 -- Anna’s Archive.pdf,.pdf,a6b435d0057415b13844215239c63e30,On Generation and Corruption,Aristotle,1399006
"western_elements/Paracelsus _ essential readings -- Paracelsus; Nicholas Goodrick-Clarke -- Essential readings, Wellingborough, Northamptonshire, -- Crucible -- isbn13 9781852740665 -- be07bd7dfc04c98bff1104376706222d.pdf",western_elements,western_elements,"Paracelsus _ essential readings -- Paracelsus; Nicholas Goodrick-Clarke -- Essential readings, Wellingborough, Northamptonshire, -- Crucible -- isbn13 9781852740665 -- be07bd7dfc04c98bff1104376706222d.pdf",.pdf,be07bd7dfc04c98bff1104376706222d,Paracelsus _ essential readings,Paracelsus; Nicholas Goodrick-Clarke,32083866
"western_elements/The Fragments Of Empedocles_ Translated Into English Verse -- Empedocles, Leonard, William Ellery, 1876-1944 -- Open Court paperbacks, LaSalle, Ill, -- isbn13 9780875483016 -- a427087e4caa49ddd795a94abe159f04 -- Anna’s Archive.pdf",western_elements,western_elements,"The Fragments Of Empedocles_ Translated Into English Verse -- Empedocles, Leonard, William Ellery, 1876-1944 -- Open Court paperbacks, LaSalle, Ill, -- isbn13 9780875483016 -- a427087e4caa49ddd795a94abe159f04 -- Anna’s Archive.pdf",.pdf,a427087e4caa49ddd795a94abe159f04,The Fragments Of Empedocles_ Translated Into English Verse,"Empedocles, Leonard, William Ellery, 1876-1944",3404199
"wu_xing/Chinese medicine_ the web that has no weaver -- Ted J_ Kaptchuk -- London, England, 1985 -- Rider; Ebury Publishing -- isbn13 9780712611725 -- 34a8278b13ae7a9fd227ab755255111b -- Anna’s Archive.pdf",wu_xing,wu_xing,"Chinese medicine_ the web that has no weaver -- Ted J_ Kaptchuk -- London, England, 1985 -- Rider; Ebury Publishing -- isbn13 9780712611725 -- 34a8278b13ae7a9fd227ab755255111b -- Anna’s Archive.pdf",.pdf,34a8278b13ae7a9fd227ab755255111b,Chinese medicine_ the web that has no weaver,Ted J_ Kaptchuk,18728381
"wu_xing/The Foundations of Chinese Medicine_ A Comprehensive Text, -- Giovanni Maciocia CAc(Nanjing) -- Array, 2015 -- Churchill Livingstone;Elsevier -- isbn13 9780702052163 -- 9688865156ec36607fbe2bfdf507b8c8 -- Anna’s Archive.pdf",wu_xing,wu_xing,"The Foundations of Chinese Medicine_ A Comprehensive Text, -- Giovanni Maciocia CAc(Nanjing) -- Array, 2015 -- Churchill Livingstone;Elsevier -- isbn13 9780702052163 -- 9688865156ec36607fbe2bfdf507b8c8 -- Anna’s Archive.pdf",.pdf,9688865156ec36607fbe2bfdf507b8c8,"The Foundations of Chinese Medicine_ A Comprehensive Text,",Giovanni Maciocia CAc(Nanjing),56680979
wu_xing/The Yellow Emperor’s Classic of Medicine — Essential -- Jinghua Fu && Mingshan Yang -- 2019 -- dacb65ae6ac7797e69211fb3618436d0 -- Anna’s Archive.pdf,wu_xing,wu_xing,The Yellow Emperor’s Classic of Medicine — Essential -- Jinghua Fu && Mingshan Yang -- 2019 -- dacb65ae6ac7797e69211fb3618436d0 -- Anna’s Archive.pdf,.pdf,dacb65ae6ac7797e69211fb3618436d0,The Yellow Emperor’s Classic of Medicine — Essential,Jinghua Fu && Mingshan Yang,8509459
"wu_xing/Zang fu 脏腑 the organ systems of traditional Chinese medicine -- Jeremy Ross -- 2, 1998 -- Churchill living stone -- 86c4e4ccb45fa58d3800fae08583cb81 -- Anna’s Archive.pdf",wu_xing,wu_xing,"Zang fu 脏腑 the organ systems of traditional Chinese medicine -- Jeremy Ross -- 2, 1998 -- Churchill living stone -- 86c4e4ccb45fa58d3800fae08583cb81 -- Anna’s Archive.pdf",.pdf,86c4e4ccb45fa58d3800fae08583cb81,Zang fu 脏腑 the organ systems of traditional Chinese medicine,Jeremy Ross,70053668
ziwei/680王亭之-中州派紫微斗数初级讲义_pdf -- c608a5149cf11573b59c9552507b40a1.pdf,ziwei,ziwei,680王亭之-中州派紫微斗数初级讲义_pdf -- c608a5149cf11573b59c9552507b40a1.pdf,.pdf,c608a5149cf11573b59c9552507b40a1,680王亭之-中州派紫微斗数初级讲义_pdf,c608a5149cf11573b59c9552507b40a1.pdf,13832076
